Municipality,Year,YieldPortfolio
ALEXANDER,1996,0.8819752744948882
ALEXANDER,1997,1.0250253904006885
ALEXANDER,1998,0.8221301882300572
ALEXANDER,1999,1.0750267758301544
ALEXANDER,2000,0.7236690659143397
ALEXANDER,2001,0.7609417809856063
ALEXANDER,2002,1.052398658575202
ALEXANDER,2003,1.5127120259655615
ALEXANDER,2004,1.1965310131968596
ALEXANDER,2005,0.4313282621706346
ALEXANDER,2006,1.5463462783729787
ALEXANDER,2007,0.7662193723228711
ALEXANDER,2008,1.5629498817869145
ALEXANDER,2009,0.9500530945961668
ALEXANDER,2010,0.8691969056540709
ALEXANDER,2011,1.043475684301261
ALONSA,1996,0.7644052027836119
ALONSA,1997,0.6091731382321035
ALONSA,1998,0.6711638632126895
ALONSA,1999,0.6669972133677914
ALONSA,2000,1.124610696195376
ALONSA,2001,0.815103567661396
ALONSA,2002,0.7710839593766362
ALONSA,2003,0.7909408666987519
ALONSA,2004,1.1273774035213278
ALONSA,2005,1.1817364030040889
ALONSA,2006,1.0860053250081199
ALONSA,2007,0.9435502204830811
ALONSA,2008,0.9979249787138008
ALONSA,2009,0.9952583506512077
ALONSA,2010,0.9122441995120891
ALONSA,2011,0.7822553070618281
ARGYLE,1996,2.135351286183536
ARGYLE,1997,2.3097100434898006
ARGYLE,1998,2.8040095137071175
ARGYLE,1999,2.3991764617819884
ARGYLE,2000,2.437978623251561
ARGYLE,2001,2.595898663622092
ARGYLE,2002,2.223526747986458
ARGYLE,2003,3.078059025142556
ARGYLE,2004,3.5237075414973105
ARGYLE,2005,3.2872508749228544
ARGYLE,2006,3.718565361952404
ARGYLE,2007,3.7822826116467834
ARGYLE,2008,4.943066028386158
ARGYLE,2009,3.504373912547417
ARGYLE,2010,5.024896650982983
ARGYLE,2011,3.415880751702209
ARMSTRONG,1996,0.22982216811344264
ARMSTRONG,1997,0.1451734020016111
ARMSTRONG,1999,0.24043854255834402
ARMSTRONG,2000,0.6312383909681134
ARMSTRONG,2001,0.7498606689946756
ARMSTRONG,2002,0.5717099425588014
ARMSTRONG,2003,0.2644511407833686
ARMSTRONG,2004,0.880901276043808
ARMSTRONG,2005,0.9257742377052381
ARMSTRONG,2006,0.9848696401898124
ARMSTRONG,2007,0.9075715743708882
ARMSTRONG,2008,0.7429887609924838
ARMSTRONG,2009,0.3622890245894903
ARMSTRONG,2010,0.4796880141600574
ARMSTRONG,2011,0.36714161944890855
BIFROST-RIVERTON,1996,1.9874881469728054
BIFROST-RIVERTON,1997,3.276003126365697
BIFROST-RIVERTON,1998,3.474062723220233
BIFROST-RIVERTON,1999,3.7542899020783005
BIFROST-RIVERTON,2000,2.954532423492648
BIFROST-RIVERTON,2001,2.0098624698186383
BIFROST-RIVERTON,2002,3.586002001398782
BIFROST-RIVERTON,2003,3.5233502449372494
BIFROST-RIVERTON,2004,5.242963144243724
BIFROST-RIVERTON,2005,1.5099332509084482
BIFROST-RIVERTON,2006,4.223596685962738
BIFROST-RIVERTON,2007,4.284712509090866
BIFROST-RIVERTON,2008,3.0068564419636106
BIFROST-RIVERTON,2009,1.338514963834159
BIFROST-RIVERTON,2010,1.3853028971082018
BIFROST-RIVERTON,2011,3.0558533321049506
BOISSEVAIN-MORTON,1996,3.59119208190933
BOISSEVAIN-MORTON,1997,3.721318480546936
BOISSEVAIN-MORTON,1998,4.714903212149
BOISSEVAIN-MORTON,1999,2.9539535988880155
BOISSEVAIN-MORTON,2000,4.30753164564642
BOISSEVAIN-MORTON,2001,4.0170155137375
BOISSEVAIN-MORTON,2002,3.8344358635797633
BOISSEVAIN-MORTON,2003,3.494050423279959
BOISSEVAIN-MORTON,2004,3.151887915987173
BOISSEVAIN-MORTON,2005,3.1283707940993244
BOISSEVAIN-MORTON,2006,3.560723455355121
BOISSEVAIN-MORTON,2007,3.948655060205439
BOISSEVAIN-MORTON,2008,6.061197884039846
BOISSEVAIN-MORTON,2009,7.011414358242704
BOISSEVAIN-MORTON,2010,4.13244169984111
BOISSEVAIN-MORTON,2011,1.6325795319085719
BRENDA-WASKADA,1996,1.7662480510704799
BRENDA-WASKADA,1997,1.6195653167635196
BRENDA-WASKADA,1998,2.492703141208443
BRENDA-WASKADA,1999,1.3064270464740813
BRENDA-WASKADA,2000,2.9793565110665186
BRENDA-WASKADA,2001,2.294174849986618
BRENDA-WASKADA,2002,2.196223983869629
BRENDA-WASKADA,2003,2.490285227027756
BRENDA-WASKADA,2004,3.074995991205566
BRENDA-WASKADA,2005,2.0814021677177896
BRENDA-WASKADA,2006,2.9540032426696445
BRENDA-WASKADA,2007,2.776384023984325
BRENDA-WASKADA,2008,3.3240444764488006
BRENDA-WASKADA,2009,4.844876897809579
BRENDA-WASKADA,2010,3.04715020955256
BRENDA-WASKADA,2011,1.4949306633900237
BROKENHEAD,1996,1.497231052925217
BROKENHEAD,1997,1.528272391946063
BROKENHEAD,1998,1.7439766782058925
BROKENHEAD,1999,2.17033102254387
BROKENHEAD,2000,1.6054028490476813
BROKENHEAD,2001,1.0484973778074795
BROKENHEAD,2002,2.2984277069426162
BROKENHEAD,2003,2.8680633775501616
BROKENHEAD,2004,2.887993399773635
BROKENHEAD,2005,0.7333510818223157
BROKENHEAD,2006,2.5626213439621512
BROKENHEAD,2007,2.1876812184304675
BROKENHEAD,2008,3.0580273396427495
BROKENHEAD,2009,2.3554292225457334
BROKENHEAD,2010,2.1728031156830245
BROKENHEAD,2011,3.159954836578895
CARTIER,1996,2.626923977471983
CARTIER,1997,2.990160939586658
CARTIER,1998,3.063643836840046
CARTIER,1999,4.025854469537557
CARTIER,2000,2.7805959033715437
CARTIER,2001,1.7347032104537243
CARTIER,2002,3.1182796538449638
CARTIER,2003,3.644011357627693
CARTIER,2004,3.24328320230373
CARTIER,2005,0.5475322539283033
CARTIER,2006,2.8711870649317994
CARTIER,2007,3.016277968494771
CARTIER,2008,3.9561180883474205
CARTIER,2009,4.167713199640984
CARTIER,2010,2.5879952133959137
CARTIER,2011,1.5764259714509044
CARTWRIGHT-ROBLIN,1996,2.598658050255449
CARTWRIGHT-ROBLIN,1997,2.8607852824980746
CARTWRIGHT-ROBLIN,1998,3.526899988343267
CARTWRIGHT-ROBLIN,1999,2.797979404211472
CARTWRIGHT-ROBLIN,2000,3.426733766449377
CARTWRIGHT-ROBLIN,2001,3.140926506781553
CARTWRIGHT-ROBLIN,2002,2.8279906231564387
CARTWRIGHT-ROBLIN,2003,4.306686624449134
CARTWRIGHT-ROBLIN,2004,4.188482623713245
CARTWRIGHT-ROBLIN,2005,2.8015455431717577
CARTWRIGHT-ROBLIN,2006,3.6907616993686037
CARTWRIGHT-ROBLIN,2007,3.7798464633131466
CARTWRIGHT-ROBLIN,2008,4.8337249468007
CARTWRIGHT-ROBLIN,2009,4.612197903952469
CARTWRIGHT-ROBLIN,2010,5.625359494911634
CARTWRIGHT-ROBLIN,2011,2.6861892975262167
CLANWILLIAM-ERICKSON,1996,0.5757797506191143
CLANWILLIAM-ERICKSON,1997,0.45291478027563153
CLANWILLIAM-ERICKSON,1998,0.4646882114081958
CLANWILLIAM-ERICKSON,1999,0.4187930228919599
CLANWILLIAM-ERICKSON,2000,0.5580448786029281
CLANWILLIAM-ERICKSON,2001,0.2815896703326671
CLANWILLIAM-ERICKSON,2002,0.48672809721645455
CLANWILLIAM-ERICKSON,2003,0.6116953201611169
CLANWILLIAM-ERICKSON,2004,0.4619077834539879
CLANWILLIAM-ERICKSON,2005,0.37613406222692863
CLANWILLIAM-ERICKSON,2006,0.6816042599421812
CLANWILLIAM-ERICKSON,2007,0.7135706687307067
CLANWILLIAM-ERICKSON,2008,1.0791661123303284
CLANWILLIAM-ERICKSON,2009,0.9924737626371936
CLANWILLIAM-ERICKSON,2010,0.6774671539561239
CLANWILLIAM-ERICKSON,2011,0.44073475950586405
COLDWELL,1996,0.7911122024220686
COLDWELL,1997,0.9560729015570106
COLDWELL,1998,0.475099595288359
COLDWELL,1999,0.3691446793679416
COLDWELL,2000,0.6953945845891747
COLDWELL,2001,0.7085488172451349
COLDWELL,2002,0.3321046708997659
COLDWELL,2003,0.38687699501935274
COLDWELL,2004,0.4676700909578409
COLDWELL,2005,0.6008858121577267
COLDWELL,2006,0.45978908543813424
COLDWELL,2007,0.6760474284582562
COLDWELL,2008,0.9117958810784712
COLDWELL,2009,0.929187091024128
COLDWELL,2010,0.9256333149938374
COLDWELL,2011,0.6793301908413109
CORNWALLIS,1996,1.3064879260886904
CORNWALLIS,1997,1.2171196264160558
CORNWALLIS,1998,1.4295976900091456
CORNWALLIS,1999,0.7508529486651877
CORNWALLIS,2000,1.2590779023578946
CORNWALLIS,2001,1.4078239782329438
CORNWALLIS,2002,1.5538558146430337
CORNWALLIS,2003,1.3346062435205042
CORNWALLIS,2004,1.5909499176397823
CORNWALLIS,2005,1.3681467282334259
CORNWALLIS,2006,1.481668469338255
CORNWALLIS,2007,1.5328235807015325
CORNWALLIS,2008,2.2701433458819404
CORNWALLIS,2009,2.4263338384729476
CORNWALLIS,2010,1.8761268862129148
CORNWALLIS,2011,0.7183405813594638
DAUPHIN,1996,3.2849339631276724
DAUPHIN,1997,4.00445447256081
DAUPHIN,1998,4.780035956996378
DAUPHIN,1999,6.28669075692212
DAUPHIN,2000,5.31197512066297
DAUPHIN,2001,4.12399254258131
DAUPHIN,2002,3.6140470723809694
DAUPHIN,2003,4.493872244718974
DAUPHIN,2004,5.598429630953123
DAUPHIN,2005,3.9029000748357725
DAUPHIN,2006,4.398944724488658
DAUPHIN,2007,3.58080437120729
DAUPHIN,2008,6.514410806868315
DAUPHIN,2009,6.4118803400259505
DAUPHIN,2010,2.5777094661468367
DAUPHIN,2011,3.8309981533811435
DELORAINE-WINCHESTER,1996,1.7594041304118169
DELORAINE-WINCHESTER,1997,1.807057376964106
DELORAINE-WINCHESTER,1998,3.0587976795957736
DELORAINE-WINCHESTER,1999,1.6366067934011566
DELORAINE-WINCHESTER,2000,2.6562904050739116
DELORAINE-WINCHESTER,2001,2.587171560587343
DELORAINE-WINCHESTER,2002,2.0294237652302844
DELORAINE-WINCHESTER,2003,2.3637227706633466
DELORAINE-WINCHESTER,2004,2.0863137811929797
DELORAINE-WINCHESTER,2005,1.5663305094593778
DELORAINE-WINCHESTER,2006,2.2743137250965355
DELORAINE-WINCHESTER,2007,2.4802379631548974
DELORAINE-WINCHESTER,2008,3.866136676870921
DELORAINE-WINCHESTER,2009,4.2136540863381216
DELORAINE-WINCHESTER,2010,3.175123431718305
DELORAINE-WINCHESTER,2011,0.9543497985775883
DESALABERRY,1996,1.5057254969734317
DESALABERRY,1997,1.4738589583929773
DESALABERRY,1998,3.0531704269536144
DESALABERRY,1999,3.0906057653237946
DESALABERRY,2000,1.4717058093723876
DESALABERRY,2001,0.778262179704616
DESALABERRY,2002,3.1485707639744493
DESALABERRY,2003,3.466846244144908
DESALABERRY,2004,2.8889938018529118
DESALABERRY,2005,0.2938669201898986
DESALABERRY,2006,3.0063036242971632
DESALABERRY,2007,2.856789073424546
DESALABERRY,2008,4.482939289937939
DESALABERRY,2009,3.5550978033588656
DESALABERRY,2010,3.0418891230911838
DESALABERRY,2011,2.6813641946062416
DUFFERIN,1996,1.8036465535908395
DUFFERIN,1997,2.372696471415358
DUFFERIN,1998,4.0117646821168575
DUFFERIN,1999,2.9910794598431996
DUFFERIN,2000,3.1011397186572727
DUFFERIN,2001,2.609563367323138
DUFFERIN,2002,3.0998027954075624
DUFFERIN,2003,4.086378510190816
DUFFERIN,2004,2.9728950907997307
DUFFERIN,2005,1.453864422169422
DUFFERIN,2006,3.3348492637578317
DUFFERIN,2007,3.892531543560328
DUFFERIN,2008,4.753243634694899
DUFFERIN,2009,4.3270357047388925
DUFFERIN,2010,4.0113858850578135
DUFFERIN,2011,3.5671174653070326
ELLICE-ARCHIE,1996,2.1033733778270114
ELLICE-ARCHIE,1997,2.181397033373592
ELLICE-ARCHIE,1998,2.5480541555043654
ELLICE-ARCHIE,1999,2.0341873341081396
ELLICE-ARCHIE,2000,2.493948136263286
ELLICE-ARCHIE,2001,2.204665970896254
ELLICE-ARCHIE,2002,2.480114971722085
ELLICE-ARCHIE,2003,1.930637778249874
ELLICE-ARCHIE,2004,1.9949071784520862
ELLICE-ARCHIE,2005,2.009649110853594
ELLICE-ARCHIE,2006,2.306941626060761
ELLICE-ARCHIE,2007,2.195995584959995
ELLICE-ARCHIE,2008,3.3997901972886977
ELLICE-ARCHIE,2009,3.691831418060846
ELLICE-ARCHIE,2010,3.3346235571035487
ELLICE-ARCHIE,2011,1.8771362139993248
ELTON,1996,2.5041348904050107
ELTON,1997,2.825218566869724
ELTON,1998,3.4413720872330376
ELTON,1999,2.029798940038252
ELTON,2000,4.043237338916544
ELTON,2001,3.2208532618607686
ELTON,2002,3.5853048660712905
ELTON,2003,3.5229623754225208
ELTON,2004,4.064165670195382
ELTON,2005,3.1674592599056397
ELTON,2006,4.252784924991802
ELTON,2007,3.718882602015159
ELTON,2008,4.765431723924069
ELTON,2009,5.2156683106921164
ELTON,2010,5.355543461856312
ELTON,2011,3.5403137819990156
EMERSON-FRANKLIN,1996,1.647259909875816
EMERSON-FRANKLIN,1997,1.3980633261808524
EMERSON-FRANKLIN,1998,2.4504999395233193
EMERSON-FRANKLIN,1999,3.108010891016857
EMERSON-FRANKLIN,2000,2.4048064249445926
EMERSON-FRANKLIN,2001,0.9328962355461575
EMERSON-FRANKLIN,2002,2.1729430339037172
EMERSON-FRANKLIN,2003,3.0373470895234114
EMERSON-FRANKLIN,2004,2.3787812669878274
EMERSON-FRANKLIN,2005,0.30973636706254987
EMERSON-FRANKLIN,2006,2.7923854981247556
EMERSON-FRANKLIN,2007,3.1716544240984486
EMERSON-FRANKLIN,2008,4.047151758236954
EMERSON-FRANKLIN,2009,3.918666549277258
EMERSON-FRANKLIN,2010,3.360955769280836
EMERSON-FRANKLIN,2011,2.6748180065315625
ETHELBERT,1996,0.7890119693823541
ETHELBERT,1997,0.5231706800215591
ETHELBERT,1998,0.72175955273942
ETHELBERT,1999,0.991091656790127
ETHELBERT,2000,1.0739083888569108
ETHELBERT,2001,1.1778758343592992
ETHELBERT,2002,0.902131874846041
ETHELBERT,2003,1.0581561362796705
ETHELBERT,2004,0.9317608628691965
ETHELBERT,2005,0.8479956469127833
ETHELBERT,2006,1.096415888433922
ETHELBERT,2007,1.110343628099298
ETHELBERT,2008,2.3499443672297833
ETHELBERT,2009,0.6587559000781311
ETHELBERT,2010,0.4911582790154933
ETHELBERT,2011,0.6624008078148925
FISHER,1996,1.09470508744373
FISHER,1997,2.0561181316443338
FISHER,1998,1.7646928974590765
FISHER,1999,1.6016013283731956
FISHER,2000,1.5148820162678904
FISHER,2001,1.0373050879506995
FISHER,2002,2.1260095144200974
FISHER,2003,2.202384657760094
FISHER,2004,2.781827756297912
FISHER,2005,1.0132086245339893
FISHER,2006,2.1659158421106617
FISHER,2007,2.209153021889654
FISHER,2008,1.6910843959517372
FISHER,2009,0.8852280307865635
FISHER,2010,1.0838105362823436
FISHER,2011,0.7543120855606308
GILBERT PLAINS,1996,2.66415308111613
GILBERT PLAINS,1997,4.116383448547811
GILBERT PLAINS,1998,2.9508809199089576
GILBERT PLAINS,1999,5.120452913077999
GILBERT PLAINS,2000,5.148291189001915
GILBERT PLAINS,2001,4.7182214223295365
GILBERT PLAINS,2002,4.587289369311236
GILBERT PLAINS,2003,4.283093627079212
